symbol,date,adjClose,adjHigh,adjLow,adjOpen,adjVolume,close,divCash,high,low,open,splitFactor,volume
TSLA,2016-01-26 00:00:00+00:00,12.904,13.188,12.592,13.1133333333,74462700,193.56,0.0,197.82,188.88,196.7,1.0,4964180
TSLA,2016-01-27 00:00:00+00:00,12.538,12.884,12.3846666667,12.8253333333,54258315,188.07,0.0,193.26,185.77,192.38,1.0,3617221
TSLA,2016-01-28 00:00:00+00:00,12.6466666667,12.752,12.1606666667,12.7193333333,68891310,189.7,0.0,191.28,182.41,190.79,1.0,4592754
TSLA,2016-01-29 00:00:00+00:00,12.7466666667,12.916,12.5386666667,12.6633333333,42784335,191.2,0.0,193.74,188.08,189.95,1.0,2852289
TSLA,2016-02-01 00:00:00+00:00,13.1293333333,13.3013333333,12.1833333333,12.584,79464585,196.94,0.0,199.52,182.75,188.76,1.0,5297639
TSLA,2016-02-02 00:00:00+00:00,12.1853333333,12.8746666667,12.0153333333,12.828,86604555,182.78,0.0,193.12,180.23,192.42,1.0,5773637
TSLA,2016-02-03 00:00:00+00:00,11.5653333333,12.2626666667,11.3453333333,12.2393333333,118970430,173.48,0.0,183.94,170.18,183.59,1.0,7931362
TSLA,2016-02-04 00:00:00+00:00,11.6886666667,11.732,11.1326666667,11.38,65780490,175.33,0.0,175.98,166.99,170.7,1.0,4385366
TSLA,2016-02-05 00:00:00+00:00,10.84,11.5333333333,10.51628,11.42,141563865,162.6,0.0,173.0,157.7442,171.3,1.0,9437591
TSLA,2016-02-08 00:00:00+00:00,9.866,10.4766666667,9.7333333333,10.4736666667,139694820,147.99,0.0,157.15,146.0,157.105,1.0,9312988
TSLA,2016-02-09 00:00:00+00:00,9.8833333333,10.6526666667,9.4033333333,9.488,129774720,148.25,0.0,159.79,141.05,142.32,1.0,8651648
TSLA,2016-02-10 00:00:00+00:00,9.578,10.3313333333,9.4493333333,10.0333333333,156097695,143.67,0.0,154.97,141.74,150.5,1.0,10406513
TSLA,2016-02-11 00:00:00+00:00,10.0313333333,10.884,9.8,10.1333333333,213785460,150.47,0.0,163.26,147.0,152.0,1.0,14252364
TSLA,2016-02-12 00:00:00+00:00,10.0693333333,10.4673333333,9.58,10.3333333333,108536745,151.04,0.0,157.01,143.7,155.0,1.0,7235783
TSLA,2016-02-16 00:00:00+00:00,10.3446666667,10.8633333333,10.274,10.58,83906910,155.17,0.0,162.95,154.11,158.7,1.0,5593794
TSLA,2016-02-17 00:00:00+00:00,11.2453333333,11.2893333333,10.4453333333,10.6,87377385,168.68,0.0,169.34,156.68,159.0,1.0,5825159
TSLA,2016-02-18 00:00:00+00:00,11.118,11.53,10.9846666667,11.4946666667,58313610,166.77,0.0,172.95,164.77,172.42,1.0,3887574
TSLA,2016-02-19 00:00:00+00:00,11.1053333333,11.166,10.8333333333,10.9106666667,44390850,166.58,0.0,167.49,162.5,163.66,1.0,2959390
TSLA,2016-02-22 00:00:00+00:00,11.8493333333,11.9273333333,11.3233333333,11.3413333333,75900765,177.74,0.0,178.91,169.85,170.12,1.0,5060051
TSLA,2016-02-23 00:00:00+00:00,11.814,12.1153333333,11.5786666667,11.744,89765610,177.21,0.0,181.73,173.68,176.16,1.0,5984374
TSLA,2016-02-24 00:00:00+00:00,11.9333333333,11.9666666667,11.1893333333,11.5166666667,80934135,179.0,0.0,179.5,167.84,172.75,1.0,5395609
TSLA,2016-02-25 00:00:00+00:00,12.4953333333,12.5679466667,11.68,11.91,86261115,187.43,0.0,188.5192,175.2,178.65,1.0,5750741
TSLA,2016-02-26 00:00:00+00:00,12.6893333333,12.8,12.3333333333,12.58,90976755,190.34,0.0,192.0,185.0,188.7,1.0,6065117
TSLA,2016-02-29 00:00:00+00:00,12.7953333333,13.09,12.6148,12.8266666667,67484955,191.93,0.0,196.35,189.222,192.4,1.0,4498997
TSLA,2016-03-01 00:00:00+00:00,12.4233333333,13.0632266667,12.18,12.95,100682385,186.35,0.0,195.9484,182.7,194.25,1.0,6712159
TSLA,2016-03-02 00:00:00+00:00,12.556,12.568,12.1,12.2486666667,72935940,188.34,0.0,188.52,181.5,183.73,1.0,4862396
TSLA,2016-03-03 00:00:00+00:00,13.0493333333,13.1613333333,12.2813333333,12.552,72435270,195.74,0.0,197.42,184.22,188.28,1.0,4829018
TSLA,2016-03-04 00:00:00+00:00,13.4026666667,13.602,13.1666733333,13.2,97335870,201.04,0.0,204.03,197.5001,198.0,1.0,6489058
TSLA,2016-03-07 00:00:00+00:00,13.686,13.98,13.16,13.1786666667,80056080,205.29,0.0,209.7,197.4,197.68,1.0,5337072
TSLA,2016-03-08 00:00:00+00:00,13.5066666667,13.8333333333,13.48,13.5666666667,59680830,202.6,0.0,207.5,202.2,203.5,1.0,3978722
TSLA,2016-03-09 00:00:00+00:00,13.9146666667,13.9581733333,13.5193333333,13.6346666667,48128310,208.72,0.0,209.3726,202.79,204.52,1.0,3208554
TSLA,2016-03-10 00:00:00+00:00,13.6786666667,14.2193333333,13.3780666667,14.0,77887845,205.18,0.0,213.29,200.671,210.0,1.0,5192523
TSLA,2016-03-11 00:00:00+00:00,13.8333333333,13.9613333333,13.6886666667,13.862,50146155,207.5,0.0,209.42,205.33,207.93,1.0,3343077
TSLA,2016-03-14 00:00:00+00:00,14.3433333333,14.448,14.0426666667,14.1766666667,60985590,215.15,0.0,216.72,210.64,212.65,1.0,4065706
TSLA,2016-03-15 00:00:00+00:00,14.556,14.598,14.1,14.2846666667,47706780,218.34,0.0,218.97,211.5,214.27,1.0,3180452
TSLA,2016-03-16 00:00:00+00:00,14.7953333333,14.8386666667,14.468,14.5333333333,52750545,221.93,0.0,222.58,217.02,218.0,1.0,3516703
TSLA,2016-03-17 00:00:00+00:00,15.092,15.2333333333,14.6666666667,14.7646666667,56743365,226.38,0.0,228.5,220.0,221.47,1.0,3782891
TSLA,2016-03-18 00:00:00+00:00,15.516,15.632,15.204,15.2733333333,70676895,232.74,0.0,234.48,228.06,229.1,1.0,4711793
TSLA,2016-03-21 00:00:00+00:00,15.888,15.992,15.6666666667,15.6893333333,79617330,238.32,0.0,239.88,235.0,235.34,1.0,5307822
TSLA,2016-03-22 00:00:00+00:00,15.616,15.9326666667,15.5038666667,15.814,64739820,234.24,0.0,238.99,232.558,237.21,1.0,4315988
TSLA,2016-03-23 00:00:00+00:00,14.8386666667,15.6486666667,14.802,15.4913333333,74232615,222.58,0.0,234.73,222.03,232.37,1.0,4948841
TSLA,2016-03-24 00:00:00+00:00,15.1833333333,15.25918,14.3333333333,14.3853333333,74413500,227.75,0.0,228.8877,215.0,215.78,1.0,4960900
TSLA,2016-03-28 00:00:00+00:00,15.3506666667,15.654,15.0,15.4406666667,58885275,230.26,0.0,234.81,225.0,231.61,1.0,3925685
TSLA,2016-03-29 00:00:00+00:00,15.342,15.492,15.022,15.326,60214950,230.13,0.0,232.38,225.33,229.89,1.0,4014330
TSLA,2016-03-30 00:00:00+00:00,15.126,15.7,15.1,15.6726666667,60494730,226.89,0.0,235.5,226.5,235.09,1.0,4032982
TSLA,2016-03-31 00:00:00+00:00,15.318,15.828,15.0006666667,15.2893333333,120193080,229.77,0.0,237.42,225.01,229.34,1.0,8012872
TSLA,2016-04-01 00:00:00+00:00,15.8393333333,16.5266666667,15.55,16.3216666667,239962635,237.59,0.0,247.9,233.25,244.825,1.0,15997509
TSLA,2016-04-04 00:00:00+00:00,16.466,16.808,16.2426666667,16.608,202129905,246.99,0.0,252.12,243.64,249.12,1.0,13475327
TSLA,2016-04-05 00:00:00+00:00,17.0313333333,17.104,16.0,16.0333333333,149230485,255.47,0.0,256.56,240.0,240.5,1.0,9948699
TSLA,2016-04-06 00:00:00+00:00,17.6946666667,17.8493333333,16.8966666667,16.9313333333,175582185,265.42,0.0,267.74,253.45,253.97,1.0,11705479
TSLA,2016-04-07 00:00:00+00:00,17.1466666667,17.956,16.9673333333,17.7633333333,132842565,257.2,0.0,269.34,254.51,266.45,1.0,8856171
TSLA,2016-04-08 00:00:00+00:00,16.6713333333,17.388,16.5346733333,17.3666666667,110459025,250.07,0.0,260.82,248.0201,260.5,1.0,7363935
TSLA,2016-04-11 00:00:00+00:00,16.6613333333,17.266,16.3533333333,16.7333333333,137425395,249.92,0.0,258.99,245.3,251.0,1.0,9161693
TSLA,2016-04-12 00:00:00+00:00,16.5213333333,16.7866666667,16.242,16.6333333333,86448120,247.82,0.0,251.8,243.63,249.5,1.0,5763208
TSLA,2016-04-13 00:00:00+00:00,16.9686666667,17.0333333333,16.4886666667,16.5673333333,73883925,254.53,0.0,255.5,247.33,248.51,1.0,4925595
TSLA,2016-04-14 00:00:00+00:00,16.7906666667,17.1226,16.7366733333,16.8666666667,61982775,251.86,0.0,256.839,251.0501,253.0,1.0,4132185
TSLA,2016-04-15 00:00:00+00:00,16.9673333333,16.9733333333,16.608,16.754,56285490,254.51,0.0,254.6,249.12,251.31,1.0,3752366
TSLA,2016-04-18 00:00:00+00:00,16.9253333333,17.2206666667,16.7773333333,16.8153333333,64070430,253.88,0.0,258.31,251.66,252.23,1.0,4271362
TSLA,2016-04-19 00:00:00+00:00,16.4913333333,16.9579933333,16.0834,16.8746666667,95362890,247.37,0.0,254.3699,241.251,253.12,1.0,6357526
TSLA,2016-04-20 00:00:00+00:00,16.6646666667,16.9106666667,16.1,16.4173333333,77910765,249.97,0.0,253.66,241.5,246.26,1.0,5194051
TSLA,2016-04-21 00:00:00+00:00,16.5526666667,16.7266666667,16.4606666667,16.5993333333,41745885,248.29,0.0,250.9,246.91,248.99,1.0,2783059
TSLA,2016-04-22 00:00:00+00:00,16.9166666667,16.9333333333,16.3806666667,16.5926666667,56794905,253.75,0.0,254.0,245.71,248.89,1.0,3786327
TSLA,2016-04-25 00:00:00+00:00,16.788,17.1586666667,16.7173333333,16.8673333333,55055220,251.82,0.0,257.38,250.76,253.01,1.0,3670348
TSLA,2016-04-26 00:00:00+00:00,16.916,17.0486666667,16.626,16.8033333333,48357585,253.74,0.0,255.73,249.39,252.05,1.0,3223839
TSLA,2016-04-27 00:00:00+00:00,16.7646666667,17.0,16.6266666667,16.85,48087120,251.47,0.0,255.0,249.4,252.75,1.0,3205808
TSLA,2016-04-28 00:00:00+00:00,16.514,16.8953333333,16.496,16.6566666667,37784850,247.71,0.0,253.43,247.44,249.85,1.0,2518990
TSLA,2016-04-29 00:00:00+00:00,16.0506666667,16.562,15.854,16.5426666667,81206805,240.76,0.0,248.43,237.81,248.14,1.0,5413787
TSLA,2016-05-02 00:00:00+00:00,16.12,16.2126666667,15.6546666667,16.1,57659025,241.8,0.0,243.19,234.82,241.5,1.0,3843935
TSLA,2016-05-03 00:00:00+00:00,15.488,15.9273333333,15.4413333333,15.824,64533330,232.32,0.0,238.91,231.62,237.36,1.0,4302222
TSLA,2016-05-04 00:00:00+00:00,14.8373333333,15.6306666667,14.6933333333,15.3526666667,130506885,222.56,0.0,234.46,220.4,230.29,1.0,8700459
TSLA,2016-05-05 00:00:00+00:00,14.102,15.2426666667,13.986,15.2306666667,168822405,211.53,0.0,228.64,209.79,228.46,1.0,11254827
TSLA,2016-05-06 00:00:00+00:00,14.3286666667,14.4246666667,13.874,14.058,85278555,214.93,0.0,216.37,208.11,210.87,1.0,5685237
TSLA,2016-05-09 00:00:00+00:00,13.928,14.41,13.7866666667,14.3813333333,71645745,208.92,0.0,216.15,206.8,215.72,1.0,4776383
TSLA,2016-05-10 00:00:00+00:00,13.9126666667,13.9646666667,13.6666666667,13.8366666667,61059255,208.69,0.0,209.47,205.0,207.55,1.0,4070617
TSLA,2016-05-11 00:00:00+00:00,13.9306666667,14.3653333333,13.7366666667,13.8393333333,77427960,208.96,0.0,215.48,206.05,207.59,1.0,5161864
TSLA,2016-05-12 00:00:00+00:00,13.8186666667,14.1113333333,13.5771466667,14.096,54757125,207.28,0.0,211.67,203.6572,211.44,1.0,3650475
TSLA,2016-05-13 00:00:00+00:00,13.8406666667,14.08,13.78,13.852,42341715,207.61,0.0,211.2,206.7,207.78,1.0,2822781
TSLA,2016-05-16 00:00:00+00:00,13.886,14.21,13.8613333333,13.8766666667,44240940,208.29,0.0,213.15,207.92,208.15,1.0,2949396
TSLA,2016-05-17 00:00:00+00:00,13.644,13.9879933333,13.6013333333,13.9366666667,42653955,204.66,0.0,209.8199,204.02,209.05,1.0,2843597
TSLA,2016-05-18 00:00:00+00:00,14.078,14.354,13.85,13.9433333333,84262785,211.17,0.0,215.31,207.75,209.15,1.0,5617519
TSLA,2016-05-19 00:00:00+00:00,14.3473333333,14.4526666667,13.82,14.2413333333,102994815,215.21,0.0,216.79,207.3,213.62,1.0,6866321
TSLA,2016-05-20 00:00:00+00:00,14.6853333333,14.7033333333,14.4233333333,14.466,135106140,220.28,0.0,220.55,216.35,216.99,1.0,9007076
TSLA,2016-05-23 00:00:00+00:00,14.4146666667,14.84,14.3906666667,14.658,76537185,216.22,0.0,222.6,215.86,219.87,1.0,5102479
TSLA,2016-05-24 00:00:00+00:00,14.5273333333,14.5826666667,14.3453333333,14.44,45207645,217.91,0.0,218.74,215.18,216.6,1.0,3013843
TSLA,2016-05-25 00:00:00+00:00,14.6386666667,14.7573333333,14.434,14.5273333333,46989225,219.58,0.0,221.36,216.51,217.91,1.0,3132615
TSLA,2016-05-26 00:00:00+00:00,15.008,15.0173333333,14.6033333333,14.7,61086360,225.12,0.0,225.26,219.05,220.5,1.0,4072424
TSLA,2016-05-27 00:00:00+00:00,14.8693333333,15.062,14.7166666667,14.9993333333,54754080,223.04,0.0,225.93,220.75,224.99,1.0,3650272
TSLA,2016-05-31 00:00:00+00:00,14.882,14.9833133333,14.7666733333,14.8693333333,41835030,223.23,0.0,224.7497,221.5001,223.04,1.0,2789002
TSLA,2016-06-01 00:00:00+00:00,14.6373333333,14.8266666667,14.4593333333,14.7653333333,44740425,219.56,0.0,222.4,216.89,221.48,1.0,2982695
TSLA,2016-06-02 00:00:00+00:00,14.5973333333,14.6606,14.474,14.6393333333,30492480,218.96,0.0,219.909,217.11,219.59,1.0,2032832
TSLA,2016-06-03 00:00:00+00:00,14.5993333333,14.796,14.534,14.6666666667,33434550,218.99,0.0,221.94,218.01,220.0,1.0,2228970
TSLA,2016-06-06 00:00:00+00:00,14.712,14.7266666667,14.3633333333,14.5333333333,33742620,220.68,0.0,220.9,215.45,218.0,1.0,2249508
TSLA,2016-06-07 00:00:00+00:00,15.4893333333,15.6293333333,14.768,14.816,93203595,232.34,0.0,234.44,221.52,222.24,1.0,6213573
TSLA,2016-06-08 00:00:00+00:00,15.7013333333,16.0563333333,15.507,15.5866666667,89579925,235.52,0.0,240.845,232.605,233.8,1.0,5971995
TSLA,2016-06-09 00:00:00+00:00,15.2906666667,15.6886666667,15.1373333333,15.6653333333,67381125,229.36,0.0,235.33,227.06,234.98,1.0,4492075
TSLA,2016-06-10 00:00:00+00:00,14.586,15.198,14.5614466667,15.1593333333,90399045,218.79,0.0,227.97,218.4217,227.39,1.0,6026603
TSLA,2016-06-13 00:00:00+00:00,14.5246666667,15.0513333333,14.5106666667,14.6333333333,62895330,217.87,0.0,225.77,217.66,219.5,1.0,4193022
TSLA,2016-06-14 00:00:00+00:00,14.3306666667,14.8133333333,14.1686666667,14.592,53702505,214.96,0.0,222.2,212.53,218.88,1.0,3580167
TSLA,2016-06-15 00:00:00+00:00,14.5133333333,14.7933333333,14.342,14.4633333333,43627830,217.7,0.0,221.9,215.13,216.95,1.0,2908522
TSLA,2016-06-16 00:00:00+00:00,14.5286666667,14.536,14.2333333333,14.4946666667,36603885,217.93,0.0,218.04,213.5,217.42,1.0,2440259
TSLA,2016-06-17 00:00:00+00:00,14.3646666667,14.666,14.3,14.5206666667,46689300,215.47,0.0,219.99,214.5,217.81,1.0,3112620
TSLA,2016-06-20 00:00:00+00:00,14.6466666667,14.9166666667,14.5486666667,14.6333333333,53332065,219.7,0.0,223.75,218.23,219.5,1.0,3555471
TSLA,2016-06-21 00:00:00+00:00,14.6406666667,14.8379333333,14.5873333333,14.712,67935075,219.61,0.0,222.569,218.81,220.68,1.0,4529005
TSLA,2016-06-22 00:00:00+00:00,13.1106666667,13.73,13.05,13.298,356136210,196.66,0.0,205.95,195.75,199.47,1.0,23742414
TSLA,2016-06-23 00:00:00+00:00,13.0933333333,13.17,12.8086666667,13.046,151961220,196.4,0.0,197.55,192.13,195.69,1.0,10130748
TSLA,2016-06-24 00:00:00+00:00,12.8766666667,13.008,12.6486666667,12.67,105397740,193.15,0.0,195.12,189.73,190.05,1.0,7026516
TSLA,2016-06-27 00:00:00+00:00,13.2366666667,13.254,12.5246666667,12.724,108304845,198.55,0.0,198.81,187.87,190.86,1.0,7220323
TSLA,2016-06-28 00:00:00+00:00,13.4526666667,13.6033333333,13.294,13.4593333333,93186330,201.79,0.0,204.05,199.41,201.89,1.0,6212422
TSLA,2016-06-29 00:00:00+00:00,14.0126666667,14.1186666667,13.5333333333,13.6753333333,89923620,210.19,0.0,211.78,203.0,205.13,1.0,5994908
TSLA,2016-06-30 00:00:00+00:00,14.152,14.2333266667,13.9346666667,14.198,72646665,212.28,0.0,213.4999,209.02,212.97,1.0,4843111
TSLA,2016-07-01 00:00:00+00:00,14.4333333333,14.5493333333,13.7333333333,13.7426666667,80999265,216.5,0.0,218.24,206.0,206.14,1.0,5399951
TSLA,2016-07-05 00:00:00+00:00,14.2653333333,14.30294,13.8666666667,13.982,77630175,213.98,0.0,214.5441,208.0,209.73,1.0,5175345
TSLA,2016-07-06 00:00:00+00:00,14.296,14.3486666667,13.9333333333,14.0,73797825,214.44,0.0,215.23,209.0,210.0,1.0,4919855
TSLA,2016-07-07 00:00:00+00:00,14.396,14.5413333333,14.2006666667,14.2066666667,54180330,215.94,0.0,218.12,213.01,213.1,1.0,3612022
TSLA,2016-07-08 00:00:00+00:00,14.452,14.654,14.3,14.52,61121775,216.78,0.0,219.81,214.5,217.8,1.0,4074785
TSLA,2016-07-11 00:00:00+00:00,14.9853333333,15.1186666667,14.634,14.664,81447345,224.78,0.0,226.78,219.51,219.96,1.0,5429823
TSLA,2016-07-12 00:00:00+00:00,14.9766666667,15.1666666667,14.8813333333,14.94,68642475,224.65,0.0,227.5,223.22,224.1,1.0,4576165
TSLA,2016-07-13 00:00:00+00:00,14.8353333333,15.0393333333,14.686,15.0333333333,53505930,222.53,0.0,225.59,220.29,225.5,1.0,3567062
TSLA,2016-07-14 00:00:00+00:00,14.7686666667,14.996,14.7366666667,14.8746666667,40137510,221.53,0.0,224.94,221.05,223.12,1.0,2675834
TSLA,2016-07-15 00:00:00+00:00,14.6933333333,14.8499933333,14.6426666667,14.8346666667,33513705,220.4,0.0,222.7499,219.64,222.52,1.0,2234247
TSLA,2016-07-18 00:00:00+00:00,15.0833333333,15.1393333333,14.5533333333,14.6426666667,51180825,226.25,0.0,227.09,218.3,219.64,1.0,3412055
TSLA,2016-07-19 00:00:00+00:00,15.0173333333,15.2733333333,14.9833333333,15.0,46725975,225.26,0.0,229.1,224.75,225.0,1.0,3115065
TSLA,2016-07-20 00:00:00+00:00,15.224,15.32,15.0,15.098,38527470,228.36,0.0,229.8,225.0,226.47,1.0,2568498
TSLA,2016-07-21 00:00:00+00:00,14.7,15.1898,14.6066666667,15.0666666667,66429765,220.5,0.0,227.847,219.1,226.0,1.0,4428651
TSLA,2016-07-22 00:00:00+00:00,14.818,14.9666666667,14.592,14.7993333333,38695380,222.27,0.0,224.5,218.88,221.99,1.0,2579692
TSLA,2016-07-25 00:00:00+00:00,15.334,15.426,14.7581,14.818,67360245,230.01,0.0,231.39,221.3715,222.27,1.0,4490683
TSLA,2016-07-26 00:00:00+00:00,15.3006666667,15.3333333333,15.02,15.1793333333,51450630,229.51,0.0,230.0,225.3,227.69,1.0,3430042
TSLA,2016-07-27 00:00:00+00:00,15.2326666667,15.5573333333,15.128,15.2893333333,43335105,228.49,0.0,233.36,226.92,229.34,1.0,2889007
TSLA,2016-07-28 00:00:00+00:00,15.374,15.384,15.1066666667,15.1966666667,36285885,230.61,0.0,230.76,226.6,227.95,1.0,2419059
TSLA,2016-07-29 00:00:00+00:00,15.6526666667,15.6853333333,15.3493333333,15.38,46062195,234.79,0.0,235.28,230.24,230.7,1.0,3070813
TSLA,2016-08-01 00:00:00+00:00,15.334,15.7753333333,15.292,15.7,60244260,230.01,0.0,236.63,229.38,235.5,1.0,4016284
TSLA,2016-08-02 00:00:00+00:00,15.1466666667,15.3246666667,14.76,15.2913333333,59016480,227.2,0.0,229.87,221.4,229.37,1.0,3934432
TSLA,2016-08-03 00:00:00+00:00,15.0526666667,15.3132666667,14.9473333333,15.158,58316385,225.79,0.0,229.699,224.21,227.37,1.0,3887759
TSLA,2016-08-04 00:00:00+00:00,15.374,15.3906666667,14.8033333333,15.046,62204955,230.61,0.0,230.86,222.05,225.69,1.0,4146997
TSLA,2016-08-05 00:00:00+00:00,15.3353333333,15.4666666667,15.16,15.3333333333,48078225,230.03,0.0,232.0,227.4,230.0,1.0,3205215
TSLA,2016-08-08 00:00:00+00:00,15.0773333333,15.3066666667,15.0726666667,15.2,33953760,226.16,0.0,229.6,226.09,228.0,1.0,2263584
TSLA,2016-08-09 00:00:00+00:00,15.272,15.4358333333,15.11,15.1213333333,33117495,229.08,0.0,231.5375,226.65,226.82,1.0,2207833
TSLA,2016-08-10 00:00:00+00:00,15.0433333333,15.3246666667,14.9746666667,15.216,35074515,225.65,0.0,229.87,224.62,228.24,1.0,2338301
TSLA,2016-08-11 00:00:00+00:00,14.994,15.1713333333,14.894,15.078,28214040,224.91,0.0,227.57,223.41,226.17,1.0,1880936
TSLA,2016-08-12 00:00:00+00:00,15.0406666667,15.11,14.936,15.0273333333,27203100,225.61,0.0,226.65,224.04,225.41,1.0,1813540
TSLA,2016-08-15 00:00:00+00:00,15.0393333333,15.3,14.9953333333,15.068,30514920,225.59,0.0,229.5,224.93,226.02,1.0,2034328
TSLA,2016-08-16 00:00:00+00:00,14.9073333333,15.146,14.8940066667,15.0326666667,34007205,223.61,0.0,227.19,223.4101,225.49,1.0,2267147
TSLA,2016-08-17 00:00:00+00:00,14.8826666667,14.9886666667,14.8533333333,14.9553333333,26806905,223.24,0.0,224.83,222.8,224.33,1.0,1787127
TSLA,2016-08-18 00:00:00+00:00,14.9006666667,15.044,14.8193333333,14.9213333333,25717005,223.51,0.0,225.66,222.29,223.82,1.0,1714467
TSLA,2016-08-19 00:00:00+00:00,15.0,15.0112666667,14.8353333333,14.9026666667,24892950,225.0,0.0,225.169,222.53,223.54,1.0,1659530
TSLA,2016-08-22 00:00:00+00:00,14.862,15.0073333333,14.8453333333,14.9446666667,30982395,222.93,0.0,225.11,222.68,224.17,1.0,2065493
TSLA,2016-08-23 00:00:00+00:00,14.9893333333,15.2326666667,14.8533333333,14.9546666667,71766270,224.84,0.0,228.49,222.8,224.32,1.0,4784418
TSLA,2016-08-24 00:00:00+00:00,14.8413333333,15.1433333333,14.8146666667,15.1366666667,38560395,222.62,0.0,227.15,222.22,227.05,1.0,2570693
TSLA,2016-08-25 00:00:00+00:00,14.7306666667,14.92,14.718,14.874,26437785,220.96,0.0,223.8,220.77,223.11,1.0,1762519
TSLA,2016-08-26 00:00:00+00:00,14.666,14.857,14.588,14.8093333333,33584880,219.99,0.0,222.855,218.82,222.14,1.0,2238992
TSLA,2016-08-29 00:00:00+00:00,14.3466666667,14.6933333333,14.3333333333,14.6766666667,48995010,215.2,0.0,220.4,215.0,220.15,1.0,3266334
TSLA,2016-08-30 00:00:00+00:00,14.0893333333,14.4073333333,14.0346666667,14.4073333333,47532930,211.34,0.0,216.11,210.52,216.11,1.0,3168862
TSLA,2016-08-31 00:00:00+00:00,14.134,14.1733333333,13.91,14.0286666667,49148220,212.01,0.0,212.6,208.65,210.43,1.0,3276548
TSLA,2016-09-01 00:00:00+00:00,13.3846666667,14.0733266667,13.3666666667,13.934,119147070,200.77,0.0,211.0999,200.5,209.01,1.0,7943138
TSLA,2016-09-02 00:00:00+00:00,13.1853333333,13.5466666667,13.08,13.4886666667,89661195,197.78,0.0,203.2,196.2,202.33,1.0,5977413
TSLA,2016-09-06 00:00:00+00:00,13.522,13.55,13.2666666667,13.268,65858580,202.83,0.0,203.25,199.0,199.02,1.0,4390572
TSLA,2016-09-07 00:00:00+00:00,13.4473333333,13.7664533333,13.3806666667,13.7,54613845,201.71,0.0,206.4968,200.71,205.5,1.0,3640923
TSLA,2016-09-08 00:00:00+00:00,13.1573333333,13.326,13.0906666667,13.3033333333,50669190,197.36,0.0,199.89,196.36,199.55,1.0,3377946
TSLA,2016-09-09 00:00:00+00:00,12.9646666667,13.328,12.9133333333,13.2726666667,56354880,194.47,0.0,199.92,193.7,199.09,1.0,3756992
TSLA,2016-09-12 00:00:00+00:00,13.22,13.4246,12.94,13.0,55727415,198.3,0.0,201.369,194.1,195.0,1.0,3715161
TSLA,2016-09-13 00:00:00+00:00,13.07,13.2326666667,12.8966666667,13.1373333333,53840685,196.05,0.0,198.49,193.45,197.06,1.0,3589379
TSLA,2016-09-14 00:00:00+00:00,13.094,13.1949866667,12.9904133333,13.05,33888465,196.41,0.0,197.9248,194.8562,195.75,1.0,2259231
TSLA,2016-09-15 00:00:00+00:00,13.3613333333,13.5012866667,13.0933333333,13.0993333333,46276725,200.42,0.0,202.5193,196.4,196.49,1.0,3085115
